stat.t	pvalue
Leishmania parasite growth and survival	2.31188657791225	0.020789219803363
Leishmania phagocytosis	40.8374023873271	0
Leukotriene receptors	-0.349123631081132	0.731778654941894
Lewis blood group biosynthesis	1.30861928074727	0.191808891584422
Ligand-receptor interactions	2.45201554724188	0.0177769240216645
Linoleic acid (LA) metabolism	-1.80534051008229	0.0768643906773577
Lipid particle organization	-1.39940625932369	0.172850991758067
Lipophagy	1.67860384950263	0.0977650160102976
Listeria monocytogenes entry into host cells	2.84179276227577	0.00470960434976161
Long-term potentiation	9.16319823582216	1.34659871168932e-18
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	1.28383172379548	0.215551772106652
Loss of Function of SMAD2/3 in Cancer	3.56281857241784	0.000966484990494824
Loss of Function of TGFBR1 in Cancer	2.61546053714643	0.012552721562216
Loss of MECP2 binding ability to the NCoR/SMRT complex	5.4307109742361	4.62976847023608e-06
Loss of Nlp from mitotic centrosomes	30.691526509133	1.97763955355683e-188
Loss of function of MECP2 in Rett syndrome	3.83014263514826	0.000187511558049252
Loss of proteins required for interphase microtubule organization from the centrosome	30.0272819237568	4.03063101698986e-181
Lysine catabolism	-0.108055192896795	0.914132585149324
Lysosome Vesicle Biogenesis	6.99229133972996	4.52056060064406e-12
Lysosphingolipid and LPA receptors	-2.46174572035019	0.014937322401127
M Phase	154.680558081421	0
MAP kinase activation	16.852614896416	1.43585334735608e-61
MAP2K and MAPK activation	0.317980018360108	0.750547877615276
MAP3K8 (TPL2)-dependent MAPK1/3 activation	4.5696839694976	7.97216895520569e-06
MAPK family signaling cascades	13.9789602156179	2.3168271284629e-44
MAPK targets/ Nuclear events mediated by MAP kinases	6.1508799556534	1.15167499530307e-09
MAPK1 (ERK2) activation	0.742753499148225	0.460134373388129
MAPK1/MAPK3 signaling	3.22362847252317	0.00126632806063513
MAPK3 (ERK1) activation	3.18418745036878	0.00200804093579067
MAPK6/MAPK4 signaling	30.1198330291557	8.48543884222895e-189
MASTL Facilitates Mitotic Progression	3.94514534762289	0.000160211931839611
MECP2 regulates neuronal receptors and channels	0.217486678574821	0.827990125534127
MECP2 regulates transcription factors	-0.268729595510215	0.791196555441885
MECP2 regulates transcription of neuronal ligands	0.787927840189799	0.434959638160031
MET Receptor Activation	-0.353563199056098	0.726321409784529
MET activates PI3K/AKT signaling	1.46097221092678	0.155196550970705
MET activates PTK2 signaling	8.08508752433955	1.50160813810723e-14
MET activates PTPN11	-0.414523064967501	0.683479743516669
MET activates RAP1 and RAC1	5.11393057936263	1.4952629630472e-06
MET activates RAS signaling	4.03073253928971	0.000103852418770016
MET interacts with TNS proteins	0.196509339723589	0.846413261931667
MET promotes cell motility	7.09656049642224	2.86654157698782e-12
MET receptor recycling	-0.606927717410518	0.545615152440199
MHC class II antigen presentation	14.3759866288968	1.98380068883746e-46
MTOR signalling	5.88172360056816	4.92603264917861e-09
Macroautophagy	41.2902005589888	0
Major pathway of rRNA processing in the nucleolus and cytosol	165.704811418394	0
Maturation of nucleoprotein	3.80084762572909	0.000240829684638374
Maturation of protein 3a	0.380766737084748	0.704470409471415
Maturation of spike protein	4.78158059570021	0.000115731615114555
Meiosis	17.1058079897937	8.43473198176949e-63
Meiotic recombination	15.6198710384075	4.88716532000714e-46
Meiotic synapsis	11.2635225342842	8.73552334466659e-28
Melanin biosynthesis	3.58966733849764	0.00234203910713844
Membrane Trafficking	101.073289532133	0
Membrane binding and targetting of GAG proteins	2.38098454736629	0.0182461872886663
Metabolic disorders of biological oxidation enzymes	-0.597928129280957	0.550012719786523
Metabolism	5.82788988419903	5.61365633597831e-09
Metabolism of Angiotensinogen to Angiotensins	1.00020737034296	0.31814833249707
Metabolism of RNA	369.920187082409	0
Metabolism of amine-derived hormones	1.58594898420272	0.113858064628546
Metabolism of amino acids and derivatives	40.4699447237274	0
Metabolism of carbohydrates	2.30701450288406	0.0210565380425338
Metabolism of cofactors	4.12744477180694	4.61894400102705e-05
Metabolism of fat-soluble vitamins	-2.22467345136565	0.0262025087141456
Metabolism of folate and pterines	1.78167804340677	0.0759536456695227
Metabolism of ingested SeMet, Sec, MeSec into H2Se	1.63649407945532	0.107552749335747
Metabolism of lipids	30.6656592202722	2.4635255769738e-206
Metabolism of nitric oxide: NOS3 activation and regulation	0.224109099755615	0.822895444918354
Metabolism of non-coding RNA	59.2709387917979	0
Metabolism of nucleotides	11.3095662710119	1.82226107324514e-29
Metabolism of polyamines	28.3490744982962	7.84556313488649e-158
Metabolism of porphyrins	-3.33634897993879	0.000890808411821696
Metabolism of proteins	313.536820194047	0
Metabolism of steroid hormones	0.432777340305098	0.665256473185347
Metabolism of steroids	5.22126513603529	1.79227326440011e-07
Metabolism of vitamins and cofactors	3.774504821452	0.000160590621753189
Metabolism of water-soluble vitamins and cofactors	3.24543875487203	0.00117533325593554
Metal ion SLC transporters	4.64200677946106	4.17815955686787e-06
Metal sequestration by antimicrobial proteins	2.14474867968997	0.0414924644172268
Metalloprotease DUBs	7.26558469004761	2.28849393222424e-12
Metallothioneins bind metals	3.21872297414926	0.00190672479823454
Methionine salvage pathway	1.45865309874076	0.158325487652281
Methylation	3.989627087194	9.701253326436e-05
MicroRNA (miRNA) biogenesis	12.1182399915683	2.20269653359911e-30
Mineralocorticoid biosynthesis	1.12090189181777	0.274610132326989
Miro GTPase Cycle	4.88476962462908	9.63730389206768e-06
Miscellaneous substrates	1.59103316157613	0.114031234791604
Miscellaneous transport and binding events	2.04732330525051	0.0411270642364226
Mismatch Repair	12.6111333219278	8.08892233810988e-27
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	8.10085377410073	1.29962581462934e-13
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	13.1465052404027	7.84984297027441e-28
Mitochondrial Fatty Acid Beta-Oxidation	8.38520376014301	1.36384328811915e-16
Mitochondrial Uncoupling	0.350469614132628	0.731861977269812
Mitochondrial biogenesis	16.7826649634145	8.20008381440195e-62
Mitochondrial calcium ion transport	7.92746722215488	1.59727138183492e-14
Mitochondrial iron-sulfur cluster biogenesis	8.6537097943028	7.26223977870508e-15
Mitochondrial protein import	38.509527415583	3.39086699899583e-275
Mitochondrial tRNA aminoacylation	19.8463207668214	1.6888148964842e-57
Mitochondrial translation	94.159336718307	0
Mitochondrial translation elongation	78.5067071588177	0
Mitochondrial translation initiation	91.7048169293322	0
Mitochondrial translation termination	86.8144949493433	0
Mitophagy	11.7332486489576	1.82354946829157e-29
Mitotic Anaphase	89.5483911562492	0
Mitotic G1 phase and G1/S transition	66.2055719810559	0
Mitotic G2-G2/M phases	69.9584889596991	0
Mitotic Metaphase and Anaphase	94.9053992923753	0
Mitotic Prometaphase	82.7872617417526	0
Mitotic Prophase	56.3572446516296	0
Mitotic Spindle Checkpoint	51.0574456648219	0
Mitotic Telophase/Cytokinesis	7.62227942601878	2.5732071395997e-12
Modulation by Mtb of host immune system	1.68593460358475	0.10241683399878
Molecules associated with elastic fibres	10.8586886593526	1.50348444276577e-25
Molybdenum cofactor biosynthesis	-0.553424932827412	0.584482343342835
Mucopolysaccharidoses	4.95590484979344	2.80769033555071e-06
Multifunctional anion exchangers	-2.29556650838723	0.0247163437527397
Muscarinic acetylcholine receptors	5.79990431625456	3.35898017491656e-05
Muscle contraction	-7.19171757869612	6.53534253888576e-13
MyD88 cascade initiated on plasma membrane	14.3078360259012	8.66378405419744e-46
MyD88 deficiency (TLR2/4)	4.04702373723963	7.1376723057475e-05
MyD88 dependent cascade initiated on endosome	12.777265998535	5.04425820278363e-37
MyD88-independent TLR4 cascade	18.8406740376525	9.91416518967471e-78
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	5.38711427845387	7.32818710975638e-08
Myoclonic epilepsy of Lafora	1.86866500448925	0.0658558146288557
Myogenesis	0.763959899238253	0.445149245530273
N-Glycan antennae elongation	-2.32300786523051	0.021196512259811
N-glycan antennae elongation in the medial/trans-Golgi	0.149411910379554	0.881275469857709
N-glycan trimming and elongation in the cis-Golgi	3.24587886076354	0.00533877763988874
N-glycan trimming in the ER and Calnexin/Calreticulin cycle	20.6414871659397	1.9326422634058e-80
NADE modulates death signalling	-0.155972198529057	0.877328366902427
NCAM signaling for neurite out-growth	4.27092975001305	2.00532735043986e-05
NCAM1 interactions	4.03648418427321	5.76994194142229e-05
NEP/NS2 Interacts with the Cellular Export Machinery	35.9717435973694	1.10564108192087e-190
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	13.372586895953	1.72158318437869e-26
NF-kB is activated and signals survival	5.9436328661223	1.8921415927677e-08
NGF-independant TRKA activation	2.67032534381184	0.0156252062137527
NGF-stimulated transcription	0.916313250945174	0.359653645402524
NIK-->noncanonical NF-kB signaling	39.9201759383597	4.59628249907464e-284
NOD1/2 Signaling Pathway	14.5132483498619	2.17153759255886e-43
NOSTRIN mediated eNOS trafficking	2.38991568904798	0.0289725054529242
NOTCH1 Intracellular Domain Regulates Transcription	16.3817943670744	4.71812385580508e-57
NOTCH2 Activation and Transmission of Signal to the Nucleus	6.04485633195939	3.19137367708298e-09
NOTCH2 intracellular domain regulates transcription	4.3870815211563	2.37130669671902e-05
NOTCH3 Activation and Transmission of Signal to the Nucleus	5.3115579318776	1.5357661049621e-07
NOTCH3 Intracellular Domain Regulates Transcription	1.97284798034146	0.049002535024993
NOTCH4 Activation and Transmission of Signal to the Nucleus	5.50435513984516	2.55631375442554e-07
NOTCH4 Intracellular Domain Regulates Transcription	3.99846983875866	7.66883155273622e-05
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis	1.72297847155977	0.108017578190982
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	1.11736867344469	0.267831789320486
NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	-0.385553070826502	0.704398780950819
NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	0.927653908579451	0.357755326170434
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake	1.42705747187231	0.174609441019253
NR1H2 and NR1H3-mediated signaling	9.65183465041538	1.29598612474698e-21
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	4.26676590847949	2.10796098953226e-05
NRAGE signals death through JNK	8.30942860173076	1.37124564126847e-16
NRIF signals cell death from the nucleus	5.29045819139137	3.04494050851851e-07
NS1 Mediated Effects on Host Pathways	36.9741917330882	1.78949533306076e-216
NTRK2 activates RAC1	2.06984060558235	0.0535419365970157
Na+/Cl- dependent neurotransmitter transporters	-0.353065248926239	0.724291828319073
Nectin/Necl  trans heterodimerization	-0.458628062782334	0.649233789440774
Neddylation	73.2557436045592	0
Nef Mediated CD4 Down-regulation	2.11404025893249	0.0379577752856221
Nef Mediated CD8 Down-regulation	3.73825518927171	0.000581038448501823
Nef and signal transduction	2.82422278868811	0.0065543240165541
Nef mediated downregulation of MHC class I complex cell surface expression	2.0761425308008	0.0412963771295184
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	5.82418144598342	1.18976720962898e-08
Negative epigenetic regulation of rRNA expression	45.3712502119272	4.44659081257122e-322
Negative feedback regulation of MAPK pathway	1.71471739039672	0.0974468819731094
Negative regulation of FGFR1 signaling	2.87182022034565	0.00417024888454966
Negative regulation of FGFR2 signaling	4.7411502016423	2.43454975243652e-06
Negative regulation of FGFR3 signaling	0.938636233173244	0.348227100429969
Negative regulation of FGFR4 signaling	0.161903972380112	0.871428121339206
Negative regulation of FLT3	5.18567457306507	5.27248913467593e-07
Negative regulation of MAPK pathway	9.64743066041508	1.65131349668738e-21
Negative regulation of MET activity	4.41716845330531	1.27554573493772e-05
Negative regulation of NMDA receptor-mediated neuronal transmission	9.10931564371194	3.55493219564038e-18
Negative regulation of NOTCH4 signaling	43.5994148187987	1.66683915068753e-318
Negative regulation of TCF-dependent signaling by DVL-interacting proteins	-0.0726392132406667	0.943029695055818
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	0.976030560314668	0.330183905445917
Negative regulation of activity of TFAP2 (AP-2) family transcription factors	4.49139023353677	2.58222129054485e-05
Negative regulation of the PI3K/AKT network	0.248810814712191	0.803511396886964
Negative regulators of DDX58/IFIH1 signaling	15.8270574222542	2.43075353363347e-51
Nephrin family interactions	3.35874475818575	0.000848122329781656
Nervous system development	26.1532850807294	1.3586518318507e-150
Netrin mediated repulsion signals	1.10852296692806	0.272551538728754
Netrin-1 signaling	5.84874958860265	5.64087064185598e-09
Neurexins and neuroligins	23.6860680498014	1.11753871910779e-113
Neurodegenerative Diseases	3.21462681829009	0.0013994355320679
Neurofascin interactions	2.90641558962336	0.00681089342532515
Neuronal System	50.4244085299877	0
Neurotoxicity of clostridium toxins	19.0310670584618	1.09200999914503e-34
Neurotransmitter clearance	-1.9855432231139	0.0503278927840689
Neurotransmitter receptors and postsynaptic signal transmission	18.9646084691182	1.04887031493991e-79
Neurotransmitter release cycle	8.77123195556451	3.40830700704014e-18
Neutrophil degranulation	55.7809370396973	0
Nicotinamide salvaging	5.0766044523238	6.75522068275464e-07
Nicotinate metabolism	3.11885372716526	0.0018783878317985
Nitric oxide stimulates guanylate cyclase	10.0197929317193	1.65925226969864e-21
NoRC negatively regulates rRNA expression	42.202248620143	2.60919223422881e-274
Non-integrin membrane-ECM interactions	10.6883147106923	8.61679667712856e-26
Noncanonical activation of NOTCH3	2.99431869810043	0.00416683501957625
Nonhomologous End-Joining (NHEJ)	31.3547910646987	2.73025320074149e-170
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	110.331819895858	0
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	105.983298323564	0
Nonsense-Mediated Decay (NMD)	99.7399018244179	0
Norepinephrine Neurotransmitter Release Cycle	2.95894623411441	0.0033759923524248
Notch-HLH transcription pathway	11.707761817174	3.33819118249886e-29
NrCAM interactions	3.04799577480594	0.00419916550506118
Nuclear Envelope (NE) Reassembly	24.115133174625	3.54325665458031e-122
Nuclear Envelope Breakdown	31.4279332635497	1.54992608287799e-184
Nuclear Events (kinase and transcription factor activation)	4.48210952568111	7.61207700754962e-06
Nuclear Pore Complex (NPC) Disassembly	24.8537962404456	1.04944697757237e-110
Nuclear Receptor transcription pathway	-1.4591572174408	0.144638419068183
Nuclear events stimulated by ALK signaling in cancer	5.39068465960587	1.31772760691078e-07
Nuclear import of Rev protein	37.3083152845065	2.46217799333306e-196
Nuclear signaling by ERBB4	-0.265041307996151	0.791034405776459
Nucleosome assembly	28.74961066871	7.40825708940805e-121
Nucleotide Excision Repair	77.8652310747357	0
Nucleotide biosynthesis	7.29260269387217	9.40217579789181e-12
Nucleotide catabolism	-2.42243809295226	0.0155679536270795
Nucleotide salvage	-3.33049622256154	0.000931593834112722
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	15.089830252767	1.53979096410088e-49
Nucleotide-like (purinergic) receptors	0.941739073130915	0.347306186792245
O-glycosylation of TSR domain-containing proteins	15.1461890106208	4.80082414227332e-48
O-linked glycosylation	2.87478088663952	0.00404995726141946
O-linked glycosylation of mucins	-9.73937294533015	3.60227799756176e-22
O2/CO2 exchange in erythrocytes	-0.619882480298148	0.536681067682629
OAS antiviral response	5.23660109617344	1.46441609332299e-06
Olfactory Signaling Pathway	0.342596958622933	0.733494356431821
Oncogene Induced Senescence	12.3296463284092	7.60498498829272e-33
Oncogenic MAPK signaling	7.00327646565258	2.78197337346904e-12
Opioid Signalling	4.07899710456572	4.56867308633405e-05
Opsins	-1.34763118017517	0.186054726061364
Orc1 removal from chromatin	42.950122279547	0
Orexin and neuropeptides FF and QRFP bind to their respective receptors	0.835083923573589	0.410027453019569
Organelle biogenesis and maintenance	103.353633978221	0
Organic anion transport	0.252315437967938	0.804200853473329
Organic anion transporters	-0.436213382330673	0.663787761586065
Organic cation transport	-0.498677397766804	0.61943673766067
Organic cation/anion/zwitterion transport	-3.14857206070517	0.00190953040146643
Other interleukin signaling	1.09215414553684	0.275374247498514
Other semaphorin interactions	0.574741558504696	0.565868950867375
Ovarian tumor domain proteases	8.45175677315717	6.7872809162081e-17
Oxidative Stress Induced Senescence	12.0734424916828	5.80329054243437e-33
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	36.6209132726761	6.67652215931978e-255
P2Y receptors	1.31899086704881	0.189600557085235
PCNA-Dependent Long Patch Base Excision Repair	13.9223715191266	5.01733049012523e-36
PCP/CE pathway	28.9048904283324	8.91529408963995e-175
PD-1 signaling	16.702111918427	1.1478516589148e-48
PECAM1 interactions	0.695453009469923	0.488108961417337
PERK regulates gene expression	14.7780616407735	7.00627975411563e-45
PI Metabolism	28.3090933366591	7.26501656401187e-167
PI-3K cascade:FGFR1	1.26987909058122	0.205019258918505
PI-3K cascade:FGFR2	0.560699149168195	0.575301753679239
PI-3K cascade:FGFR3	1.27486530009617	0.203715442417271
PI-3K cascade:FGFR4	0.202791588895433	0.839475884756172
PI3K Cascade	1.45623015030323	0.145536780730397
PI3K events in ERBB2 signaling	1.62337841502474	0.10589925408762
PI3K events in ERBB4 signaling	-0.954968563452333	0.342209618085027
PI3K/AKT Signaling in Cancer	-0.804956194284783	0.420863580315716
PI3K/AKT activation	2.23660623111487	0.0285640373534956
PI5P Regulates TP53 Acetylation	-0.16062636388007	0.872860587260233
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	-2.90961720048729	0.0036262095789281
PINK1-PRKN Mediated Mitophagy	12.0985934515711	1.95017142003099e-29
PIP3 activates AKT signaling	39.9580945764352	0
PIWI-interacting RNA (piRNA) biogenesis	6.16043479357743	1.17484538332242e-09
PKA activation	-0.540076767099977	0.589567123200612
PKA activation in glucagon signalling	2.0121352524255	0.045301697091343
PKA-mediated phosphorylation of CREB	1.39359593949391	0.164325034857808
PKA-mediated phosphorylation of key metabolic factors	0.795641746804718	0.438264693903073
PKMTs methylate histone lysines	29.9836461690657	1.64414181530658e-163
PLC beta mediated events	2.79562161896865	0.00522286108455625
POLB-Dependent Long Patch Base Excision Repair	9.09495945531325	6.24692836222113e-12
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	-0.177391830631779	0.85950146214316
POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation	-1.48538111165046	0.141501661812332
PP2A-mediated dephosphorylation of key metabolic factors	2.33971005575081	0.0245373270239418
PPARA activates gene expression	17.3951873397063	4.80184909778383e-67
PRC2 methylates histones and DNA	11.6877748085257	4.27074785831372e-22
PTEN Regulation	58.3656089556911	0
PTK6 Expression	-0.904279682406774	0.3814933519243
PTK6 Regulates Cell Cycle	2.28654114459298	0.030312046910373
PTK6 Regulates Proteins Involved in RNA Processing	-1.14071737305041	0.27228840012193
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	3.51265792935484	0.000561572357780675
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	1.69461549457485	0.0947285261936022
PTK6 promotes HIF1A stabilization	0.606680439562161	0.547565803679124
Packaging Of Telomere Ends	8.16445626086058	4.41104318139648e-08
Paradoxical activation of RAF signaling by kinase inactive BRAF	-3.45548555121823	0.000562109098142791
Parasite infection	43.327547102683	0
Passive transport by Aquaporins	-3.67882197081648	0.000325824846246838
Pausing and recovery of HIV elongation	20.0808978707974	3.97386507057363e-77
Pausing and recovery of Tat-mediated HIV elongation	22.5994766748902	1.48200364940133e-92
Pentose phosphate pathway	5.73009350061234	4.14135636362136e-08
Peptide chain elongation	126.460102666764	0
Peptide hormone biosynthesis	0.881479093335165	0.379850859589384
Peptide hormone metabolism	-4.74876111872886	2.08972564328259e-06
Peptide ligand-binding receptors	-30.3706429084563	2.48782486736792e-199
Peroxisomal lipid metabolism	10.6471014358056	8.99019509045376e-25
Peroxisomal protein import	17.933985127638	3.57413843295426e-69
Pervasive developmental disorders	5.48733400482307	1.65130777443325e-07
Pexophagy	3.64030771515557	0.00042474810092277
Phase 0 - rapid depolarisation	14.7038101422246	6.18886497406952e-44
Phase 1 - inactivation of fast Na+ channels	7.12940708643283	1.24724392175235e-08
Phase 2 - plateau phase	-2.62381742577746	0.00938394782280652
Phase 3 - rapid repolarisation	-1.15940908238452	0.251602755946825
Phase 4 - resting membrane potential	-1.98175460381187	0.0485267994165726
Phase I - Functionalization of compounds	-8.87870125103469	7.87637457866652e-19
Phase II - Conjugation of compounds	-2.3039342942971	0.0212459868321856
Phenylalanine and tyrosine metabolism	-0.0468503675420463	0.962721902115653
Phenylalanine metabolism	1.55262739278159	0.135617290662519
Phosphate bond hydrolysis by NTPDase proteins	0.264541186808648	0.792424760344154
Phosphate bond hydrolysis by NUDT proteins	2.05780417563846	0.0461885996163375
Phospholipase C-mediated cascade: FGFR1	-0.0378602046488686	0.969836192597863
Phospholipase C-mediated cascade; FGFR2	1.24041946926818	0.216276547627461
Phospholipase C-mediated cascade; FGFR3	2.18579722506266	0.0309108816022265
Phospholipase C-mediated cascade; FGFR4	1.02068723878041	0.309284916451117
Phospholipid metabolism	30.841705750926	1.30271181564591e-206
Phosphorylation of CD3 and TCR zeta chains	28.5592426371763	1.1418425928883e-105
Phosphorylation of Emi1	5.83285159471145	3.25827052782535e-06
Phosphorylation of the APC/C	13.9794507416852	4.37323163649365e-36
Physiological factors	-0.682137494959063	0.496379938378374
Plasma lipoprotein assembly	-3.30710959210609	0.00104824622292498
Plasma lipoprotein assembly, remodeling, and clearance	-9.71433491257709	4.11687561745962e-22
Plasma lipoprotein clearance	1.39100709935695	0.164520100137995
Plasma lipoprotein remodeling	-4.72547971571096	2.58737478702655e-06
Platelet Adhesion to exposed collagen	0.13832430616758	0.890195356186788
Platelet Aggregation (Plug Formation)	1.37438878011066	0.169567458643679
Platelet activation, signaling and aggregation	-3.38638376674317	0.000708635146304937
Platelet calcium homeostasis	-2.3358504436534	0.0197950414325926
Platelet degranulation	7.04611336176892	1.91875445874462e-12
Platelet homeostasis	5.89316832783424	3.97405202323669e-09
Platelet sensitization by LDL	3.34173720111778	0.000953001238436066
Polo-like kinase mediated events	8.2393359183823	1.25720462912719e-14
Polymerase switching	18.2563834464138	5.17896830314279e-41
Polymerase switching on the C-strand of the telomere	18.0173195055161	2.10080298865978e-58
Positive epigenetic regulation of rRNA expression	36.9447426240609	7.042993612082e-226
Post NMDA receptor activation events	6.84943906590772	8.64953545940357e-12
Post-chaperonin tubulin folding pathway	-1.88300764880716	0.0602932698132609
Post-transcriptional silencing by small RNAs	5.72139849442774	3.8535014361711e-06
Post-translational modification: synthesis of GPI-anchored proteins	-0.275148007841392	0.783209648106793
Post-translational protein modification	212.849092856742	0
Post-translational protein phosphorylation	3.31792921563467	0.000910561165778048
Postmitotic nuclear pore complex (NPC) reformation	31.8821182625095	2.3417369376843e-133
Postsynaptic nicotinic acetylcholine receptors	1.29770621767944	0.197197724148657
Potassium Channels	9.15954907373052	6.35288574240059e-20
Potential therapeutics for SARS	17.1147271884728	1.97457671777687e-64
Pre-NOTCH Expression and Processing	13.5862166337296	2.18741179084608e-40
Pre-NOTCH Processing in Golgi	0.83638809820418	0.403615309269706
Pre-NOTCH Processing in the Endoplasmic Reticulum	3.65712860830908	0.001234820612754
Pre-NOTCH Transcription and Translation	19.1842154207027	9.16103320534147e-69
Prefoldin mediated transfer of substrate  to CCT/TriC	6.92007064978992	1.08605234291311e-11
Pregnenolone biosynthesis	-0.136813912230129	0.891390822921014
Presynaptic depolarization and calcium channel opening	9.18568261325495	1.11818146224863e-15
Presynaptic function of Kainate receptors	2.60971563651746	0.00945949473518807
Presynaptic nicotinic acetylcholine receptors	-0.127243046040005	0.899039244202337
Presynaptic phase of homologous DNA pairing and strand exchange	30.8577623722437	4.69155091896208e-157
Prevention of phagosomal-lysosomal fusion	5.03363231570971	3.84101344703876e-06
Processing and activation of SUMO	14.163855965267	3.21110149392939e-21
Processing of Capped Intron-Containing Pre-mRNA	208.84864696689	0
Processing of Capped Intronless Pre-mRNA	27.958712171158	2.6447361367287e-114
Processing of DNA double-strand break ends	40.2234974231448	1.16915278722306e-306
Processing of Intronless Pre-mRNAs	20.8000301669221	3.30483917836466e-57
Processing of SMDT1	6.89940561168445	5.36144362963889e-11
Processive synthesis on the C-strand of the telomere	10.4934417598817	1.67920043289885e-22
Processive synthesis on the lagging strand	15.0163382128922	7.06134183259042e-34
Programmed Cell Death	43.0455554738548	0
Prolactin receptor signaling	1.44019654229325	0.151319514027729
Prolonged ERK activation events	6.13698347179683	5.57709885610224e-09
Prostacyclin signalling through prostacyclin receptor	-0.368137194946274	0.713022059049282
Prostanoid ligand receptors	2.26062266723936	0.028085970504232
Protein folding	11.3769244094514	8.54876534036628e-30
Protein localization	50.2746311782551	0
Protein methylation	6.93118509831486	3.42949132406887e-11
Protein repair	0.354776720730001	0.725557815381499
Protein ubiquitination	38.2269200801882	1.36735154182803e-280
Protein-protein interactions at synapses	23.8987488746113	1.8610564064549e-121
Proton-coupled monocarboxylate transport	0.348433446135971	0.730938237246644
Purine catabolism	3.11996749162926	0.00200645518667513
Purine ribonucleoside monophosphate biosynthesis	4.80452263172839	5.57213555982297e-06
Purine salvage	-0.249230263053728	0.803530406614152
Purinergic signaling in leishmaniasis infection	6.60227245168323	9.51047933313885e-11
Pyrimidine catabolism	-2.70427766159785	0.0077791649624715
Pyrimidine salvage	1.42397634565078	0.157338178754155
Pyroptosis	5.8321790706511	8.5603725043987e-09
Pyruvate metabolism	1.41709949260587	0.156792477096697
Pyruvate metabolism and Citric Acid (TCA) cycle	18.1893472175423	3.56546122364765e-70
RA biosynthesis pathway	-0.861747531572793	0.389334562416297
RAB GEFs exchange GTP for GDP on RABs	24.7040425273706	6.44452761675649e-130
RAB geranylgeranylation	9.93653701180584	5.33279670211995e-23
RAC1 GTPase cycle	24.0395670905115	1.50878799203359e-126
RAC2 GTPase cycle	17.6089691779437	4.98256617468876e-68
RAC3 GTPase cycle	10.6628583311953	2.29354660263434e-26
RAF activation	6.27386035185496	5.02743926040643e-10
RAF-independent MAPK1/3 activation	-0.252967805003051	0.800399286425509
RAF/MAP kinase cascade	14.4228502363575	4.34393866114531e-47
RAS processing	6.26205681724889	1.1167150825768e-09
RAS signaling downstream of NF1 loss-of-function variants	6.18908957313452	2.76914258350208e-07
RET signaling	3.57799835375849	0.000356643356267993
RHO GTPase Effectors	48.4513147176833	0
RHO GTPase cycle	66.1115917872619	0
RHO GTPases Activate Formins	43.1864663523541	0
RHO GTPases Activate NADPH Oxidases	3.28730524927668	0.00110615865650383
RHO GTPases Activate ROCKs	4.84343254334331	2.15736617729349e-06
RHO GTPases Activate Rhotekin and Rhophilins	-0.453965680384135	0.651375539880552
RHO GTPases Activate WASPs and WAVEs	12.9998008760031	3.28478186631177e-36
RHO GTPases activate CIT	3.58644951684873	0.00039233619107356
RHO GTPases activate IQGAPs	0.752610741424928	0.453359617965093
RHO GTPases activate KTN1	-0.116768835116392	0.907273388525517
RHO GTPases activate PAKs	2.02340180906111	0.0437588131386317
RHO GTPases activate PKNs	6.83061028889902	1.60341630530105e-11
RHOA GTPase cycle	24.9065440262621	5.40841970331319e-135
RHOB GTPase cycle	14.39497222756	5.0421473415639e-46
RHOBTB GTPase Cycle	16.221605024158	1.38941155115419e-53
RHOBTB1 GTPase cycle	15.3238649267173	1.04666838043457e-43
RHOBTB2 GTPase cycle	12.0873922860955	1.02987214536776e-29
RHOBTB3 ATPase cycle	2.19435513402481	0.0308757538084744
RHOC GTPase cycle	15.0788785162748	2.41499423060274e-50
RHOD GTPase cycle	9.0445423186418	2.77796661590718e-19
RHOF GTPase cycle	1.68449324248651	0.0922724235436659
RHOG GTPase cycle	12.2382162034844	5.72042625886538e-34
RHOH GTPase cycle	6.52710912106251	9.76385360036408e-11
RHOJ GTPase cycle	10.2636027796948	2.61724724299201e-24
